C:\Agilent\ICPMH\1\DATA\181022\181022a_grt_nogas.b\002.d
Intensity Vs Time,CPS
Acquired      : 10/22/2018 12:43:29 PM using Batch 181022a_grt_nogas.b
Time [Sec],Li7,Mg24,Al27,Si29,Ca43,Sc45,Ti49,V51,Cr53,Mn55,Fe57,Co59,Ni60,Zn66,Ga71,Y89,Zr90,Nb93,In115,Sn118,La139,Ce140,Pr141,Nd146,Sm147,Eu153,Gd157,Tb159,Dy163,Ho165,Er166,Tm169,Yb172,Lu175,Hf178,Pb208,Th232,U238
27.9429,1316756.12,1744788.35,45979149.44,25083022.93,869900.49,2637083.83,194204.65,3406006.47,325827.64,4660946.93,78666.49,2669353.41,768227.44,492708.15,1793511.93,4640743.84,2777918.16,4686623.09,4771428.61,1165501.46,4659461.33,4541903.64,5415975.04,888740.92,828041.99,3020680.70,889573.05,5843037.04,1577491.05,6125525.42,2074491.14,6146798.45,1375647.95,5780507.61,1650950.99,2979453.44,2874191.78,2032561.10
28.3479,1310697.74,1826199.51,46153208.76,24951285.44,864038.96,2558236.10,188951.14,3368158.20,315451.10,4428744.80,91223.80,2640524.28,814547.31,523130.66,1830060.86,4818521.19,3008276.76,4988184.03,5025806.20,1175963.09,4522846.27,4515283.12,5415705.52,906006.15,813995.36,2987567.09,919496.68,5828202.34,1510468.11,5928878.25,2091687.17,5952614.73,1279728.03,5737594.63,1702219.25,2962039.74,2937470.38,2025864.56
28.7519,1347990.04,1896450.98,44149661.28,25038074.76,836638.48,2570104.32,192790.09,3312251.74,321757.76,4135988.33,90218.91,2729278.19,799094.73,487779.49,1748622.47,4603553.49,2773095.68,5021584.18,4936611.48,1214231.64,4694341.18,4458829.26,5422389.55,928560.25,781960.89,2912511.49,901578.52,5749954.29,1542846.76,5973366.70,2108649.25,6117742.95,1279943.55,5997427.12,1691080.44,3014539.06,2955661.85,2022213.33
29.1569,1306246.30,1903828.05,44352681.40,26517715.63,898187.21,2688569.58,201481.10,3346699.58,319519.68,4065824.03,97756.97,2806699.57,821651.37,495994.68,1784399.60,4722362.92,2881723.23,4937112.47,5267178.64,1214873.73,4514603.45,4466199.85,5528040.29,876749.51,813995.36,3019309.30,956867.38,5868918.86,1565876.03,6303127.06,2057382.84,5956320.19,1366768.55,5990834.18,1730378.18,2981148.01,2964878.06,2026366.60
29.5619,1324790.86,1855049.10,47265745.30,25412334.80,877230.08,2556469.82,188749.11,3342095.27,315857.96,4259065.30,85195.24,2716081.61,816009.67,484494.43,1807952.25,4738566.10,2835787.90,5066827.68,4912097.32,1137135.45,4567988.16,4518495.94,5700315.68,894213.38,825525.20,2989367.05,913592.29,5793310.65,1424517.01,6173652.76,1992459.03,5799338.11,1251096.97,5848026.38,1698654.83,2917432.26,2933615.23,2024948.60
29.9668,1245662.48,1903846.87,44099102.59,25699359.38,893784.18,2515442.35,186526.94,3315335.36,312197.00,4176975.39,72641.98,2655987.37,830221.58,472590.77,1786192.19,4665246.20,2866817.39,4934163.34,4948034.16,1181943.95,4609202.25,4393951.86,5501304.19,847751.27,836643.16,2899254.62,894837.60,5915861.95,1517351.08,5939296.06,2089932.47,6047250.99,1313369.92,5782891.66,1605742.24,2833058.93,2817539.21,1980417.79
30.3718,1283564.31,1862143.88,43600682.30,24964526.11,862783.01,2429513.98,198651.05,3377578.03,301624.71,4023910.71,101778.51,2728939.27,748648.78,479978.37,1767270.39,4568193.54,2726697.59,4653808.09,4904846.65,1154619.04,4675974.63,4411797.87,5411986.19,854261.23,862261.52,2981824.35,886625.68,5705622.34,1493404.08,5813930.19,2099203.13,6038163.79,1298266.31,5740331.88,1667139.40,2969173.06,2902352.41,2012964.08
30.7758,1329168.42,1843607.12,43398742.07,24277700.22,916648.14,2474802.23,180265.91,3460624.57,298576.15,4255823.39,72641.98,2690345.09,789495.41,475053.03,1760025.34,4614972.68,2700831.57,4713820.69,4947429.94,1171051.76,4388969.60,4395274.79,5381234.27,860563.38,819654.49,2937596.69,879259.18,5690385.93,1458845.83,6073054.87,2169946.68,6077218.16,1362438.57,5794164.41,1744398.24,2920805.26,2907442.41,1984970.81
31.1808,1366977.89,1792456.98,43478261.56,25289312.89,849601.76,2548955.34,177035.22,3322875.45,311790.19,4385673.64,88209.28,2684456.41,820606.54,492913.57,1716355.84,4632777.45,2688336.97,4828837.02,4979338.63,1178526.17,4544864.00,4403428.34,5351937.75,846701.56,810014.06,2864483.91,941867.29,5879019.09,1488729.39,5829688.96,2127863.19,5992521.94,1343616.50,5797431.45,1639188.40,2842435.54,2830369.61,1964393.31
31.5858,1333305.85,1789069.55,41592962.50,24639054.19,838728.81,2507850.41,178448.58,3389637.94,298576.15,4185427.53,78666.49,2707290.95,786366.36,476489.40,1760100.03,4367806.63,2733833.89,4832769.20,4912672.77,1225149.80,4525280.39,4288306.73,5225803.71,864556.05,810433.15,2955624.89,893995.21,5799623.29,1540638.47,5704088.33,1991347.72,5971730.20,1303227.54,5722672.21,1713892.73,2834091.81,2878709.53,1975337.55
31.9908,1279519.23,1802788.63,42161575.92,24930795.06,820968.95,2652701.54,167548.29,3221897.44,312400.34,4141951.14,75151.95,2579794.57,794085.84,467257.18,1732289.98,4455769.70,2801226.81,4835624.72,4988344.42,1211877.64,4366453.98,4453240.57,5233134.57,860353.32,760845.75,2776200.01,860120.90,5639970.89,1522914.82,5943316.46,2002373.07,5988492.99,1268743.75,5737830.09,1633693.25,2834947.16,2752122.21,1957975.34
32.3958,1188144.79,1728735.71,42386832.05,25015481.17,869900.49,2504953.08,186526.94,3258731.92,293293.12,4216862.52,88209.28,2576659.59,771770.46,466026.61,1638253.66,4530025.60,2749981.88,4703358.27,5059412.47,1164861.13,4636254.19,4447813.87,5356223.08,863925.68,802682.32,2886454.89,888520.41,5686971.36,1502753.45,5734784.18,2116954.82,5822482.53,1277142.97,5558172.47,1623594.05,2866353.15,2824797.72,1948261.81
32.8008,1281070.77,1797933.32,42436359.93,24737873.24,890849.61,2523251.20,186930.98,3275290.54,296950.44,3973661.03,86702.19,2595766.04,786992.09,472795.95,1698878.08,4444912.12,2778356.57,4897837.46,5064418.89,1165928.22,4450348.18,4279208.24,5216909.64,857412.11,799122.41,2931311.11,857178.42,5704187.65,1507428.13,5821706.87,2076128.85,5878270.28,1287701.27,5632284.18,1611772.05,2882766.25,2708269.92,1985812.80
33.2047,1281218.54,1823226.11,43445668.38,25178559.70,860480.76,2460470.50,178448.58,3199889.69,292886.79,4136683.02,89716.48,2677233.24,759893.75,464180.86,1686255.25,4588015.91,2761209.98,4909516.98,4934913.90,1204603.61,4463542.22,4306827.71,5304233.21,873595.21,812947.51,2922939.85,885362.60,5657789.75,1516261.28,5924740.47,2058406.41,5749608.49,1295893.95,5763289.44,1625910.93,2910670.13,2898979.16,1955336.07
33.6097,1191395.63,1771454.93,43826183.86,24170595.79,878277.44,2523049.78,173805.08,3302958.64,319519.68,4206499.97,83186.14,2659376.54,776773.54,473206.30,1731717.35,4492606.45,2735246.53,4825138.90,4996112.99,1215729.79,4548819.45,4384718.38,5274182.04,884953.22,807500.05,2867455.28,919918.55,5482843.54,1536967.55,5821442.75,2055511.16,5877123.35,1318551.37,5563028.87,1616584.02,2839191.65,2727184.23,1985021.17
34.0147,1289604.22,1834818.63,43865550.91,24419443.90,815122.27,2563829.35,181073.67,3256809.94,280904.17,4565947.25,79168.62,2660033.19,803269.82,484494.43,1748497.99,4546145.57,2687898.56,4793587.82,4871413.01,1227719.63,4424347.34,4217462.67,5268010.10,835577.73,770877.59,2998709.72,872316.50,5660888.68,1530457.41,6102107.35,2103648.36,5707760.33,1278435.45,5715578.92,1682971.38,2841208.99,2909369.98,1962281.27
34.4197,1226323.68,1874715.00,43715740.13,24767158.87,833921.58,2588913.74,195012.99,3246883.21,317485.28,4423766.14,83186.14,2666197.25,808907.71,445323.34,1749020.83,4616012.67,2729084.47,4913308.73,4860421.92,1219368.75,4442713.89,4388525.17,5388672.95,890424.51,800797.66,2949482.16,904317.87,5531020.46,1480670.58,5956668.86,2098793.70,5924794.38,1285546.09,5842816.78,1741130.86,2910008.44,2789348.46,1670784.28
34.8247,1227099.45,1876145.24,43456958.19,25167199.17,879743.75,2390903.53,186930.98,3271319.85,314637.55,4173965.04,87706.90,2719131.86,785114.79,480388.82,1776955.36,4401585.78,2929509.61,4708016.04,5108728.53,1196477.15,4442741.55,4267166.91,5316846.62,854471.19,808337.94,2842198.65,896312.01,5571478.74,1486406.39,5708226.11,2024453.01,6102979.93,1287054.88,5643880.69,1604257.07,2889254.02,3014181.75,1987954.75
35.2287,1278706.52,1780074.05,44651812.12,25243185.64,886029.20,2488483.21,173805.08,3315462.08,290042.75,4125857.35,77662.27,2699368.76,821860.35,442045.75,1750589.34,4605071.89,2791411.36,4866052.32,5002730.67,1202678.42,4545251.25,4200210.63,5450419.34,893792.29,816510.35,2949310.74,884310.16,5912648.24,1505535.32,5952002.85,2059342.25,6062190.46,1287270.31,5704188.44,1628584.24,2956810.79,2886178.87,2044923.33
35.6337,1278928.17,1815209.19,43603578.38,25180360.18,857132.81,2583614.88,186526.94,3379035.35,309960.03,4061019.05,91726.28,2753616.68,768227.44,467872.56,1723849.86,4555547.16,2911924.61,4807490.89,5059153.52,1243360.94,4599023.20,4548680.27,5380910.85,866447.46,789074.61,2945910.81,905582.23,5735865.63,1543018.83,5931548.73,2011322.03,5999668.19,1286408.20,5760140.13,1613405.75,2928680.96,2905273.89,2073130.64
36.0387,1314761.29,1802054.69,43156993.01,25826300.92,845419.24,2612371.29,196225.59,3404654.75,289027.12,4110574.03,82181.69,2794519.73,801808.45,470334.08,1770407.43,4754852.48,2823561.21,4967095.36,5161439.73,1199470.80,4637609.56,4395193.80,5365467.52,870651.66,836433.11,2923111.27,870633.79,5939677.82,1533067.20,5998046.64,1999594.80,5829717.00,1289641.41,5649296.32,1723724.60,2942899.19,2861301.13,2068790.08
36.4436,1302219.70,1859321.02,43338611.59,25537332.46,897138.77,2597140.93,189557.21,3401296.56,325217.07,4178017.44,95746.51,2825678.92,839004.88,474642.63,1828840.91,4492710.45,2818665.67,5088922.80,5173207.68,1227505.37,4640569.23,4569172.13,5323045.51,876539.16,778195.95,2985795.70,890836.52,5846422.91,1532464.94,5825022.96,2017171.02,6057661.57,1312722.36,5530064.17,1695001.30,2922725.77,2963643.20,2077450.73
36.8486,1318677.07,1849704.49,45491822.61,25194142.58,915808.69,2493487.70,181275.60,3350121.13,295928.10,4335192.40,81679.47,2733726.48,825831.45,498049.12,1822317.87,4613412.68,2937888.06,4916725.98,5078603.73,1208240.23,4550451.42,4477134.24,5502921.29,886636.52,814624.22,2909482.98,901999.80,5874112.45,1527417.43,6037399.55,2025622.81,5830952.15,1269389.65,5636316.47,1692417.09,3011989.14,3068846.51,2040461.60
37.2536,1233785.84,1776987.73,45739314.74,25950740.91,839355.96,2546538.32,175823.85,3363215.96,319926.56,4278169.44,76156.05,2948261.00,835030.86,489833.06,1813031.25,4545604.77,2685292.47,4994269.55,5137069.43,1256870.61,4519582.33,4506049.64,5342639.41,916752.54,823008.98,3007623.82,912749.02,5691992.78,1539147.16,6088813.64,2041502.82,5931176.00,1332808.11,5751516.33,1701209.33,2967898.10,2911899.92,2071808.64
37.6576,1223202.14,1856554.62,43391330.07,26048380.89,869272.46,2623790.19,211187.50,3515306.03,311586.84,4187569.51,81177.27,2725507.74,833985.45,481620.36,1796748.55,4627660.66,2834935.44,4862939.34,5380542.25,1276187.30,4628398.62,4446706.93,5382527.96,909376.76,819654.49,2972195.98,897575.88,5838101.70,1485345.27,6022198.35,2138625.33,5881005.26,1305384.77,5708544.49,1702694.51,2993574.84,2939157.01,2048503.74
38.0626,1285799.26,1819518.75,45286544.52,26151693.17,848974.41,2537815.33,180669.76,3300740.97,308739.99,4154224.10,88209.28,2747240.80,826040.53,478746.83,1810043.60,4695447.76,2807924.69,4686482.66,5263754.71,1251722.85,4504092.47,4654919.36,5426135.84,901372.17,809385.55,2982652.91,895680.08,5693599.63,1514511.86,5885827.75,2098004.08,5864948.27,1330863.28,5624984.85,1652257.94,3055466.90,2939699.14,2046994.46
38.4676,1320967.43,1772207.69,45100851.79,25715452.13,858806.84,2523762.50,199459.58,3362265.53,309350.00,4233766.79,102281.28,2776641.86,817889.99,462540.23,1827845.02,4617073.47,2771731.75,4860575.35,5265855.10,1232860.55,4446945.94,4414902.70,5367758.41,854051.07,796819.29,2937910.97,906003.71,5893136.45,1540093.57,5993615.40,2086247.61,6050838.82,1282313.48,5618539.08,1690278.44,2957617.72,2921929.32,2059556.57
38.8726,1290472.35,1788072.14,42944597.44,25700331.32,844582.81,2616910.96,185718.95,3515052.58,321757.76,4193242.86,77160.18,2675390.37,788452.39,444094.14,1796474.69,4672380.59,2721193.15,4967914.57,5216625.37,1262663.38,4721393.12,4342870.70,5384010.30,907059.38,810642.68,2908425.86,863904.88,5903982.71,1586840.42,6044325.19,2051329.13,5995109.88,1297403.71,5655624.37,1709199.58,2983940.01,3075984.56,2046050.18
39.2776,1345865.91,1837208.65,44439023.86,25115989.17,843328.13,2514822.60,189557.21,3401571.13,301624.71,4257791.69,100270.34,2717098.36,816218.65,474437.50,1852144.59,4585811.12,2768029.64,4875578.50,5196484.62,1292944.73,4543951.21,4414848.70,5378053.97,893792.29,817768.02,2979852.96,899893.16,5869837.07,1558161.37,6157131.00,2101191.78,6038457.88,1314881.05,5889497.15,1712674.89,3087954.19,2892865.14,2093571.22
39.6815,1266534.35,1781617.21,44434507.94,26333955.53,854203.81,2619715.33,189557.21,3441299.14,323589.06,4276722.16,84692.95,2679182.01,832939.75,493529.79,1828965.39,4627057.46,2798255.38,5130866.08,5297965.20,1230932.52,4486168.49,4312875.37,5445082.90,846701.56,825525.20,2962681.89,905582.23,5914082.93,1471378.57,5893780.50,2117685.94,5930146.71,1330647.17,5829366.00,1680654.50,3019332.27,2993882.00,2085291.43
40.0865,1250206.27,1831864.04,44439563.81,25182256.25,831204.98,2524599.16,190365.38,3345263.37,312197.00,4312962.13,87706.90,2769630.51,829594.53,488190.19,1790350.00,4711817.34,2761550.96,4891400.85,5278831.50,1227505.37,4577088.45,4395976.75,5229523.04,882007.91,765234.08,2986938.53,909375.88,5847800.21,1543793.17,5965707.41,2099817.27,5690085.87,1299128.91,5818358.15,1656030.29,2984876.06,2835700.56,2051262.62
40.4915,1292393.30,1732405.42,44890174.24,26079913.12,890011.13,2431233.78,177640.95,3259576.75,310773.41,4256460.19,78666.49,2692060.86,818307.86,482852.05,1854982.86,4531169.59,2712303.22,4791528.10,5342735.20,1215729.79,4413947.00,4354372.06,5275826.10,846281.64,798703.71,2899654.61,889994.34,5492455.97,1454486.61,5819975.46,1978362.96,5834481.16,1257551.27,5736829.38,1645396.43,2946449.72,2942319.43,2012556.46
40.8965,1267494.82,1764416.61,42380598.11,25317180.43,864248.14,2531478.39,181881.46,3285470.71,304877.08,4026052.69,83688.41,2716123.97,822069.34,467462.26,1773718.74,4490568.05,2719366.45,4797426.37,5115490.06,1215301.76,4497675.24,4241626.33,5189391.93,867288.38,802682.32,2871312.34,864535.64,5549872.30,1479552.10,5935451.74,2024131.32,5772811.73,1270896.97,5583455.22,1623891.09,3012909.05,2916026.13,1994978.64
41.3015,1289585.75,1806401.88,44398871.43,25081811.99,843328.13,2557074.07,184911.00,3164913.83,307520.07,3990275.85,84692.95,2701677.63,775522.66,462335.16,1802649.16,4422947.35,2782302.23,4713586.63,5161353.41,1227077.15,4415578.97,4350295.29,5247607.65,828655.27,774431.84,2836741.62,906425.10,5508036.71,1461541.66,5921072.23,1955522.65,5731110.60,1220365.53,5494803.71,1692179.47,3004145.71,2711944.36,2015653.71
41.7060,1258998.31,1782407.61,43840909.69,25222886.47,902381.25,2424261.59,185516.94,3330352.17,305893.55,4176801.72,76156.05,2706274.19,819352.73,454544.68,1738140.80,4351000.25,2675623.16,4626118.98,5028280.64,1234574.41,4411236.28,4354075.08,5135892.77,842922.85,784680.52,2825998.99,865797.07,5627517.77,1397960.21,5913999.86,1959616.94,5721464.64,1259057.32,5433200.93,1592969.73,2901487.19,2881359.94,1983702.33
42.1110,1312415.51,1697326.74,43847094.54,24926206.24,819089.40,2441397.69,180871.73,3362497.85,312400.34,4175643.89,70132.35,2586403.45,802643.55,470744.34,1796549.38,4448593.71,2718051.23,4834571.45,5239355.64,1212305.57,4322473.83,4212440.95,5252863.23,853211.04,803729.59,2791885.40,827361.04,5566514.71,1434726.75,5953763.61,1994213.73,5772988.18,1262070.21,5662364.47,1605831.35,2996544.36,2925633.88,1972810.02
42.5160,1275418.74,1794075.41,40355943.60,25026045.03,841655.47,2478458.75,185920.95,3304986.22,295731.30,3859499.33,91223.80,2705426.90,792416.50,429964.55,1718945.14,4346549.06,2664736.05,4688425.34,5295231.82,1186430.86,4302032.75,4254045.64,5191494.17,815656.64,803310.79,2790171.15,851925.20,5531651.72,1409890.69,5803717.80,1998892.92,5801190.84,1253248.05,5343695.88,1543661.90,2961603.99,2793384.31,1952199.47
42.9210,1238735.98,1711704.48,41014433.68,24996106.14,817836.52,2339138.89,190769.48,3174713.83,296950.44,4073755.15,85697.55,2547660.99,795338.04,470128.96,1723227.44,4507499.23,2720291.98,4638687.92,5033689.87,1164220.80,4147714.99,4247646.99,5173921.65,867078.13,756667.63,2804142.29,841423.34,5284110.15,1453167.37,5809264.19,1992692.99,5750226.07,1202982.13,5505046.32,1587147.84,2936895.58,2831483.99,1691168.20
43.3260,1232806.89,1780713.90,42353698.93,24599603.05,827652.93,2523406.14,170575.51,3260210.37,290042.75,4058703.40,82683.91,2591826.13,805775.44,437539.94,1784175.52,4261081.98,2643960.42,4617435.41,5179422.54,1158672.56,4287013.11,4168811.37,5072340.61,842083.30,763353.17,2909940.12,881994.92,5636900.65,1433436.19,5850143.09,1965378.20,5812630.71,1231964.16,5576361.92,1621247.48,2955842.46,2894581.88,1969114.73
43.7309,1207169.59,1693901.67,41864948.60,24104599.57,831204.98,2467706.09,178650.49,3227325.46,292886.79,4075318.21,83186.14,2591000.02,774063.43,437949.51,1784275.11,4349003.45,2727793.61,4537317.19,5105851.28,1239288.67,4325765.43,4256313.51,5269735.01,890003.52,762517.38,2857512.62,843103.32,5375327.80,1436414.65,5841016.50,2013047.48,5716818.12,1246365.53,5395615.28,1564781.10,2870097.34,2762513.03,1938288.61
44.1349,1252570.52,1769817.67,44206453.90,24463053.66,830160.25,2431853.53,179660.12,3233577.18,322368.19,3985181.41,101778.51,2566068.43,816009.67,471975.34,1710803.79,4336731.47,2717807.67,4617997.15,5086660.02,1224293.16,4301534.86,4142487.84,5125839.78,850061.04,799541.31,2791599.70,855707.32,5473001.56,1400170.51,5615258.16,2063319.56,5667911.93,1248731.15,5363857.32,1615247.37,3007631.68,2713962.29,1965200.68
44.5399,1206393.82,1678413.60,42917698.26,24752643.52,825355.08,2459045.08,187536.99,3256345.28,292074.22,4048225.07,88711.66,2661452.41,787617.92,453724.85,1788408.03,4431891.33,2678204.89,4639647.56,5083264.87,1205245.12,4217225.75,4249185.91,5170040.60,855941.60,772131.84,2855084.10,851084.77,5388067.85,1439229.36,5650590.67,1901302.49,5687350.89,1228097.07,5392995.76,1627722.84,3012747.66,2880004.61,1938804.82
44.9449,1157169.47,1787394.66,42898554.68,24390365.41,800721.83,2414283.61,186324.95,3164111.24,310976.81,3944368.02,110327.19,2614131.11,747399.85,431602.15,1722455.63,4368638.62,2714665.75,4765430.58,5089192.00,1203961.91,4343053.22,4146591.61,4938013.24,843972.36,738712.70,2789342.60,843943.26,5470275.64,1383419.93,5515335.22,1955230.20,5570305.43,1227023.05,5268141.96,1566385.09,2936766.47,2896690.17,1943740.27
45.3499,1236371.73,1682741.98,41538918.70,23836312.69,824728.42,2387293.49,170777.37,3123538.40,301828.00,4073697.26,79670.75,2510401.29,762185.11,466846.97,1743916.92,4180627.69,2649221.31,4528048.47,5125157.62,1204817.58,4202759.32,4035681.77,5000083.05,885584.47,743721.48,2819484.84,842473.24,5235072.41,1391500.20,5381576.41,1833922.11,5425027.89,1207487.21,5340222.81,1524087.28,2872873.20,2827869.79,1928222.56
45.7549,1168879.88,1728171.14,41144070.08,23741190.19,764664.06,2291015.29,163512.74,3066871.60,286386.82,3934179.15,87706.90,2531265.88,768227.44,456184.57,1731866.73,4383344.20,2580196.54,4536849.07,4985898.76,1160379.39,4138753.00,4126234.74,5112040.50,801201.61,744765.23,2801028.07,838483.98,5189908.34,1403639.84,5607657.56,1866413.26,5585362.53,1228741.50,5216310.85,1536770.68,2925307.97,2709625.25,1937164.92
46.1588,1269378.83,1731012.82,41341837.99,23953614.51,786749.27,2439042.64,152217.87,3173721.15,292480.44,4063161.03,76156.05,2615296.14,736162.35,457414.50,1772971.83,4247208.40,2684220.81,4536661.83,5202900.89,1184507.81,4248814.00,4068619.94,5036252.26,836416.99,730159.23,2689830.36,822326.37,5324195.41,1376337.70,5467061.15,1965348.95,5477286.63,1171478.52,5293513.00,1573276.30,2942076.12,2747062.33,1929857.74
46.5638,1183767.24,1720022.50,42468020.46,24069083.98,785081.59,2450941.84,184911.00,3211696.15,292277.32,3988481.21,79168.62,2649632.67,793459.81,456184.57,1770158.46,4312187.50,2632975.89,4599295.87,5031157.89,1269531.25,4152085.34,4091811.65,5010648.13,810837.01,747479.10,2759371.79,856127.64,5259290.00,1404290.43,5726185.82,1958564.12,5670088.16,1235617.09,5435231.79,1499522.48,3006340.58,2903255.96,1936074.27
46.9688,1228410.87,1680558.97,41860089.07,24897064.02,800095.95,2354834.07,191779.76,3223692.70,305080.37,3940026.17,93233.76,2577972.89,789078.17,478541.65,1817786.60,4266593.97,2666099.98,4684095.26,5111145.41,1166995.61,4196148.47,4073830.65,5102553.49,795548.58,768369.14,2832684.56,874209.67,5391453.72,1399520.12,5595244.22,1967249.87,5573452.13,1242925.39,5359383.54,1544553.00,2978097.78,2490273.49,1654421.43
47.3738,1194831.18,1679599.20,40428492.86,24042857.58,785915.38,2403856.32,186324.95,3180775.46,304063.96,4064955.66,78164.37,2610805.48,791373.24,475668.60,1791221.40,4244608.40,2656771.65,4593186.95,5214697.61,1203961.91,4358543.08,4230637.94,4951489.10,828864.94,781960.89,2756086.14,839113.96,5396073.43,1469227.64,5589580.46,1975409.22,5528133.77,1238840.92,5439852.73,1562345.41,2972416.95,2804588.33,1943656.86
47.7788,1270450.13,1729977.77,42865028.87,24670682.02,773203.47,2475685.37,188143.05,3324670.70,302031.25,4023794.93,88711.66,2604747.34,788452.39,465001.07,1785345.68,4387421.00,2683173.50,4767068.99,5113821.26,1199898.44,4316111.92,4170053.30,5000541.23,842503.03,744139.01,2820484.82,867058.79,5374007.88,1384481.05,5543301.91,1967805.53,5703466.70,1180045.21,5450919.45,1591187.52,3053304.31,2434765.41,1655850.45
48.1838,1205525.70,1694522.70,40880575.88,24662826.85,797175.59,2432969.08,183093.21,3159971.59,289027.12,3824880.31,96751.72,2565136.41,774480.32,472180.47,1783528.20,4244962.00,2616218.99,4539423.72,4957730.49,1156752.44,4378956.51,4185766.43,4834195.22,838935.16,761263.67,2716715.52,830508.40,5409616.91,1427292.38,5540367.31,1827839.16,5534868.29,1242280.47,5262402.57,1545206.48,2991525.22,2826936.13,1904668.99
48.5878,1277228.87,1719759.03,39098308.55,23847290.81,779454.20,2332244.17,170575.51,3031937.98,285371.41,4000522.61,80675.09,2523640.24,774480.32,454954.54,1663723.38,4100173.40,2601946.40,4542677.13,5073885.04,1185576.07,4122516.30,4102098.08,4843224.04,778181.98,748523.00,2639545.68,782311.28,5240639.01,1317111.33,5485167.59,1837548.48,5349036.56,1164627.93,5263462.15,1483571.69,2916512.35,2740888.07,1887091.17
48.9928,1225326.27,1684924.99,40045474.00,23354358.68,788833.98,2303177.89,177237.12,2978734.97,290449.05,3883813.69,84692.95,2489875.63,728882.37,437539.94,1728082.37,4209123.65,2638334.20,4431195.08,4909392.70,1219154.69,4064152.71,4098615.27,4886643.26,790943.75,721818.36,2774600.05,831347.66,5180783.71,1347132.13,5529597.35,1879105.57,5531162.84,1174476.37,5034151.44,1431041.11,2837303.42,2720738.91,1858429.03
49.3978,1167328.34,1678470.06,40004143.50,23567276.94,759875.34,2338503.65,172190.23,3098447.03,289636.52,3745048.16,86199.86,2555201.90,715785.64,440202.34,1748473.09,4174845.30,2509686.05,4647348.08,4963197.26,1156965.72,4121686.49,3947180.69,4936180.53,826558.11,772550.05,2769371.58,830718.16,5211686.95,1395834.96,5500456.83,1831962.70,5367152.14,1171050.20,5003747.39,1536295.43,2933538.72,2693602.30,1903013.35
49.8028,1171447.30,1643090.27,40444347.68,23944707.73,796966.99,2371939.18,164723.33,3191779.34,302641.02,3979508.06,72140.04,2656220.38,768019.14,458644.58,1743991.61,4315577.90,2636288.30,4605849.51,5234262.91,1173187.01,4164311.27,3976690.05,5075682.63,845861.72,764607.13,2782457.03,874840.72,5261183.79,1326824.80,5586587.17,1948971.77,5628092.95,1218003.91,5195119.26,1521889.22,3023270.12,2794829.99,1931373.31
50.2077,1230294.88,1667084.54,41587513.94,24072111.33,818254.20,2336102.12,177842.82,3101551.77,310163.40,4071728.95,86199.86,2784309.86,772395.80,445733.11,1697633.22,4365414.63,2717028.28,4607324.08,5146305.40,1232431.93,4248371.44,4194702.93,5049000.42,825299.90,770877.59,2769343.01,849824.22,5338599.71,1404507.13,5528687.63,1884047.97,5452612.98,1220365.53,5353261.53,1590029.08,2960716.36,2656165.22,1921302.54
50.6117,1217162.23,1689705.03,40417006.72,25282668.65,822639.75,2462887.53,188951.14,3213512.53,299795.48,3861872.87,75151.95,2610445.39,779066.94,471975.34,1772648.17,4152069.33,2691503.24,4631549.13,5026496.74,1226006.45,4226160.08,4132444.39,5014933.45,806437.60,751655.08,2769600.15,828200.20,5279260.89,1386300.29,5562523.50,1896886.50,5550660.61,1158850.10,5342489.13,1601851.08,3017540.86,2787300.41,1768866.95
51.0167,1189289.98,1637632.75,39619063.02,22999601.14,755296.04,2290984.30,174208.84,3077495.30,287199.19,3798250.30,79168.62,2469371.14,765518.60,447576.95,1766747.56,4169770.11,2600947.81,4522243.82,5095378.09,1175963.09,4193161.14,3967483.56,4863006.61,796804.69,720984.42,2679316.29,809327.15,5216794.45,1355996.88,5375853.95,1841905.98,5374945.37,1216715.63,5147379.30,1513304.91,2828443.25,2713570.75,1894604.51
51.4217,1127560.97,1590189.95,38410415.89,23832711.74,793421.39,2248593.38,170373.67,3103875.04,294918.51,3666142.28,90218.91,2423426.70,738034.81,455774.61,1674354.44,4053831.07,2482845.79,4514309.24,5044335.69,1134791.31,4040945.58,3986382.51,4827214.72,785084.67,715148.49,2639602.82,779591.11,5079322.37,1303737.50,5395046.20,1774437.86,5187496.18,1201051.56,4961952.86,1495839.24,2849859.36,2647521.26,1839211.30
51.8267,1091617.03,1632024.67,41080699.92,23007870.59,779871.04,2292502.69,174006.96,3076101.34,281107.23,3719807.54,77160.18,2412496.62,747816.06,443069.97,1690637.14,4091354.22,2549922.09,4444700.25,4831016.44,1097965.14,3930248.38,3811837.21,4735309.36,805180.86,718691.60,2639231.40,800526.71,5028476.92,1302659.18,5264221.99,1853223.78,5223492.07,1113975.59,5121684.50,1546780.77,2839094.82,2562527.35,1862550.83
52.2317,1157372.64,1608444.42,38254223.91,23344001.96,783622.36,2255890.94,163916.27,3008726.35,288214.67,3782909.09,56084.67,2555879.73,741780.22,451470.36,1713268.60,4039936.69,2489007.85,4368326.97,4943516.88,1106473.34,3980701.08,3996992.92,4630197.65,781319.34,707856.35,2619060.39,782939.11,5139837.63,1304384.18,5164475.13,1783094.37,5224609.59,1104587.99,5062671.79,1499433.37,2863932.34,2693331.23,1859570.04
