Time,7Li,11B,23Na,24Mg,27Al,28Si,31P,35Cl,39K,44Ca,49Ti,51V,52Cr,55Mn,57Fe,59Co,60Ni,63Cu,66Zn,75As,107Ag,118Sn,121Sb,137Ba,139La,140Ce,141Pr,143Nd,147Sm,151Eu,157Gd,159Tb,163Dy,165Ho,167Er,169Tm,171Yb,175Lu,178Hf,181Ta,207Pb,209Bi,232Th,238U,
,dwell time=0.03;xcal factor=73312.10865,dwell time=0.03;xcal factor=75018.26876,dwell time=0.01;xcal factor=80136.7491,dwell time=0.01;xcal factor=80563.28912,dwell time=0.01;xcal factor=81842.90921,dwell time=0.0001;xcal factor=79194.47649,dwell time=0.01;xcal factor=77409.40446,dwell time=0.01;xcal factor=79136.12583,dwell time=0.01;xcal factor=80862.84721,dwell time=0.01;xcal factor=83021.24893,dwell time=0.01;xcal factor=84482.58645,dwell time=0.01;xcal factor=84881.61368,dwell time=0.01;xcal factor=85081.12729,dwell time=0.01;xcal factor=85679.66813,dwell time=0.01;xcal factor=85774.59228,dwell time=0.01;xcal factor=85869.51643,dwell time=0.01;xcal factor=85893.54382,dwell time=0.01;xcal factor=85965.62601,dwell time=0.01;xcal factor=86566.6987,dwell time=0.01;xcal factor=87139.0755,dwell time=0.01;xcal factor=87724.36904,dwell time=0.01;xcal factor=87842.53053,dwell time=0.01;xcal factor=87814.36864,dwell time=0.01;xcal factor=87940.42295,dwell time=0.05;xcal factor=88059.77389,dwell time=0.05;xcal factor=88119.44936,dwell time=0.05;xcal factor=88082.29883,dwell time=0.05;xcal factor=88007.99776,dwell time=0.05;xcal factor=87859.39564,dwell time=0.05;xcal factor=87710.79352,dwell time=0.05;xcal factor=87487.89033,dwell time=0.05;xcal factor=87413.58927,dwell time=0.05;xcal factor=87264.98715,dwell time=0.05;xcal factor=87190.68608,dwell time=0.05;xcal factor=87135.91067,dwell time=0.05;xcal factor=87081.13525,dwell time=0.05;xcal factor=87026.35984,dwell time=0.05;xcal factor=86916.809,dwell time=0.05;xcal factor=86834.64588,dwell time=0.01;xcal factor=86752.48275,dwell time=0.001;xcal factor=86224.29967,dwell time=0.01;xcal factor=86353.42158,dwell time=0.01;xcal factor=87838.32355,dwell time=0.01;xcal factor=88225.68928,
571.65519,166.667777785185,566.679511402259,6201.53798141939,200.0016000128,7202.07419736884,6614684.33099245,24724.4277346018,3200.40965243551,12005.7627661277,36152.2037822616,0,100.0004000016,62958.150874998,17311.9798900839,300.003600043201,0,5901.39272868397,0,0,200.0016000128,0,0,0,0,0,0,0,0,0,20.0000160000128,0,0,0,0,0,0,0,0,0,0,1000.04000160006,0,0,0,
572.77813,0,366.67204452332,4700.88376614804,100.0004000016,7402.19104855037,7881795.95478871,22720.6303323418,2900.33643902693,11805.5722300926,36553.3679171591,0,0,63862.7222162069,19014.4509827469,300.003600043201,0,4900.9605882753,0,0,300.003600043201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
573.90111,133.334044448237,400.006400102402,4200.70571856072,300.003600043201,7802.43435952017,6218711.94855611,21919.201220269,3600.51847466035,13006.7635170289,35550.4816839913,0,0,62355.1395872932,16711.163056922,0,0,4500.81014582625,0,100.0004000016,700.019600548815,0,200.0016000128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
575.02415,33.333377777837,500.010000200004,4800.92177698118,400.006400102402,8102.62525058119,5585156.13665798,20817.3200102485,2300.21161946899,13106.8679988314,32943.3534531443,0,200.0016000128,64063.7469371714,16911.4321281186,100.0004000016,0,5201.0818250196,200.0016000128,0,400.006400102402,0,0,200.0016000128,0,0,0,0,0,40.0000640001024,0,0,0,0,0,0,0,0,0,0,0,0,100.0004000016,0,0,
576.14722,166.667777785185,566.679511402259,4500.81014582625,0,8002.56081946223,6693878.80747971,22119.5536854579,3300.43565750679,9903.92195309342,31339.2367243789,0,0,60043.8651007815,15709.8657957197,300.003600043201,0,4200.70571856072,100.0004000016,0,400.006400102402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.000576002765,400.006400102402,86441978.6643082,4800.92177698118,1200.05760276493,2800.31363512713,
577.27017,4067.32828540109,6334.93818434003,819297.962960668,1363498.75764701,13782719.6596673,38134085.9729245,47590.4218014227,2300.21161946899,3993376.66880908,716248.966206792,60847.7383086133,17512.2585810067,81464.597011092,215237.265296572,237943.32971253,4300.73972723308,17912.8255831175,8193776.39151123,302721.763174621,224192.62404249,23421.922919853,1526437.30847912,2599706.3307392,23321.7358578195,17271.9245367001,37676.6958919782,5281.11537156648,2580.26628348046,540.011664251948,540.011664251948,700.019600548815,600.014400345608,1060.04494590571,1000.04000160006,480.009216176951,280.003136035124,380.005776087797,440.007744136297,1920.14746732549,700.019600548815,291690301.602349,33745.4889190629,5801.34591225164,2600.27042812453,
578.39324,20583.6001083558,10370.9671610494,4266045.11215103,3292183.89925002,11154743.8450452,77572935.2635831,78948.529972353,4400.77453631839,8389081.04304601,815352.080097809,61249.6942527537,17912.8255831175,91130.9877474989,202629.138271705,265694.03850896,8302.75651516303,31740.2466327303,12378583.0657492,228876.366395944,218594.779549132,38158.1530252104,3065227.03791156,1893171.71612859,36252.4936107484,18814.1482394761,41227.8775776438,5461.19272449103,3220.41478942488,700.019600548815,520.010816224977,520.010816224977,800.025600819226,540.011664251948,720.020736597214,500.010000200004,400.006400102402,320.004096052429,280.003136035124,1720.11834414208,1300.06760351538,312789387.731965,19715.5358422437,8502.8909829342,5101.04061228491,
579.51624,17879.4445096763,13607.4024269202,2557529.62144431,4179991.34538474,17137460.5080435,64347457.6902096,78344.7489958631,4500.81014582625,5880715.52264812,755671.398842025,61249.6942527537,19915.8530190031,84585.2213664477,248444.695806738,363201.038876715,6401.6388195378,22219.7311212357,9019046.40122126,251300.947024791,205576.683430056,43676.1712426472,2579457.8440547,2871930.87352792,45382.2326054811,14348.2301448111,45562.8880058603,4860.94496770172,3460.47893028395,560.012544280992,580.013456312186,600.014400345608,820.026896882218,1020.041617698,780.024336759307,540.011664251948,320.004096052429,300.003600043201,460.00846415574,2160.18664012571,1000.04000160006,403928472.484742,28432.2990917683,8602.95941803981,3700.5476810568,
580.63937,18046.3507676871,13540.6633457578,3256322.07355325,4176768.81381982,10126796.905411,53497814.4114541,57833.4796710809,5101.04061228491,10761596.9801341,941467.747491979,94052.5088029936,23622.2994506814,88814.4029865725,207508.207564672,278263.12042969,5001.00020004001,22820.8125810739,12679462.7567893,274787.489586788,235395.771758968,57331.1737254839,3127595.23459119,2496085.3757422,28732.9854673165,16791.2703006258,45823.8392963767,5461.19272449103,2960.35050549985,760.023104702383,540.011664251948,600.014400345608,600.014400345608,1040.04326579986,940.035345328984,520.010816224977,380.005776087797,400.006400102402,480.009216176951,2120.1797912463,1600.10240655402,436607482.06024,26728.5460872212,7602.31110257518,2300.21161946899,
581.76231,19081.2192765683,11038.2048610787,2594392.52602803,3450087.94593097,8692090.7070203,65852152.7434677,68889.3078178835,4900.9605882753,10434102.448941,1029953.18773219,95060.0876118738,23822.6791905894,78646.6358500257,159106.187529939,256403.003289394,5701.29989637637,26828.7604311822,12915868.2283208,260179.85248055,308152.059476182,47991.9525811455,2153606.86790748,1544124.82958672,36152.2037822616,20657.0544641656,35349.9140786791,5421.17531080738,2380.22659757209,860.029585017725,580.013456312186,520.010816224977,560.012544280992,1040.04326579986,580.013456312186,740.021904648378,380.005776087797,180.001296009331,200.0016000128,2040.16647758457,900.032401166442,235187518.027614,15409.4922472243,7102.01697282028,1800.12960933187,
582.88526,19181.3723854955,12439.5199212408,1751353.92554798,4121985.77721623,11244771.0451724,73534016.9627325,85994.790140602,4700.88376614804,12078044.1326834,1059691.28647314,67079.5047547236,18113.1138944596,71906.2270592058,156675.776737521,287979.510667481,7402.19104855037,26628.3325458288,14506232.3095329,295962.764342811,196126.649842373,33946.0308177889,2716492.19168882,1540179.70886484,38760.0004807442,19835.7257633852,33264.2014709146,5621.26366007078,2240.20072198469,600.014400345608,180.001296009331,640.016384419441,700.019600548815,940.035345328984,680.018496503105,380.005776087797,340.004624062887,140.00078400439,320.004096052429,1420.08066058152,1000.04000160006,276618294.01977,19314.911111378,6901.90492575951,3600.51847466035,
584.00831,18981.0669694742,9837.20263303566,2422899.8829646,4734266.77455052,13223732.5897866,85254799.4828479,95765.4409225605,6301.58800017604,7204440.3314461,701866.572357951,59440.9940378578,17812.6826300326,82370.5047375581,243651.726463829,309894.34637704,9403.53572943427,27430.063349431,11291977.5529643,198564.689755272,260588.228161716,35149.3496869605,2643582.89134503,2180530.9118742,41970.3422936842,16250.5563614124,41849.9396190914,5101.04061228491,2540.25809022197,680.018496503105,400.006400102402,540.011664251948,920.033857245947,1100.04840212969,500.010000200004,500.010000200004,300.003600043201,100.0004000016,420.007056118543,1740.12111242943,1100.04840212969,327809660.73474,18313.4054127621,8302.75651516303,4600.84655576626,
585.13135,13307.0793662228,11838.9370968925,2845220.55069558,3486341.42603629,9939376.64332802,49062923.7281672,62958.150874998,5301.12383825371,6383682.43228303,754397.820971909,76432.9676855054,26528.1198069954,88109.4403545251,254463.979052937,338933.575505968,6601.74286011507,19615.3784567101,12273705.0020152,234580.661832394,236312.833371693,44780.0667593657,2485092.08605253,2042085.08986553,37556.3345017526,13307.0793662228,41950.2751008489,5001.00020004001,2700.2916314962,660.017424460006,600.014400345608,600.014400345608,680.018496503105,1020.041617698,680.018496503105,480.009216176951,280.003136035124,300.003600043201,200.0016000128,1820.13250564641,500.010000200004,431149483.891034,25225.4272306485,6601.74286011507,2100.17641481884,
586.25438,15609.7404780583,15009.0054032419,2621639.02072036,3114944.66317957,8174843.52083494,48825340.2987054,56929.3434683601,3700.5476810568,8291236.9979241,1008505.82174394,95664.6737362827,29835.5639922788,85189.3028725552,167008.266858875,191251.985070656,6301.58800017604,20216.3347985172,13166887.8562743,277854.17307039,218493.02355609,42070.6787402837,2611959.58035254,1550777.83158735,24223.4482979524,17672.4838425864,35851.3391176164,5261.10693689952,2440.23816724512,620.015376381334,400.006400102402,700.019600548815,740.021904648378,1080.04665801563,720.020736597214,580.013456312186,320.004096052429,320.004096052429,240.002304022119,2100.17641481884,1800.12960933187,301795789.523849,18313.4054127621,8302.75651516303,1700.11560786133,
587.3775,19915.8530190031,16110.3750815525,1830598.04329815,2485745.37512947,9670931.90113056,47558228.6749092,70900.5066327574,5001.00020004001,8801481.56380775,976077.072059716,88210.1468764175,16410.7654621432,75929.915784997,186379.206125327,195110.939112487,7202.07419736884,26728.5460872212,13049114.9486386,300878.041671558,236720.437705679,36553.3679171591,1841775.25059481,2238789.27562254,27830.9480141918,16270.5823867844,35349.9140786791,5401.16665199683,2320.21531598132,380.005776087797,100.0004000016,580.013456312186,520.010816224977,1080.04665801563,640.016384419441,480.009216176951,300.003600043201,360.005184074651,260.002704028122,2140.18319968189,1000.04000160006,307357256.85266,18814.1482394761,5301.12383825371,3700.5476810568,
588.50045,17211.841747122,9870.56224856744,2866857.47295125,3856932.55600178,13909576.1689374,75038712.0159906,73616.1369781679,6201.53798141939,8035710.40074624,681694.909682615,48493.8841597332,19214.7569333248,72107.3808272592,186277.709942736,260996.617047333,6101.48876325823,23321.7358578195,13553733.1733259,212694.289022191,169035.240676383,40264.7457111035,1719450.0495913,1843735.10172702,37656.6355799122,16030.2721984248,38358.7656289435,4720.89130427825,2320.21531598132,560.012544280992,600.014400345608,640.016384419441,500.010000200004,840.028224948358,880.030977090394,380.005776087797,400.006400102402,240.002304022119,420.007056118543,1940.15055568312,1600.10240655402,411817995.904684,21718.8519635043,8903.16952835209,4400.77453631839,
589.62333,14842.1396695373,9403.53572943427,2854035.59309604,3446059.78147482,10795453.4736285,61338067.5836935,73213.78425001,6301.58800017604,6384491.06075511,983528.521599588,59742.4259434492,22420.0883992057,79854.2559509478,198564.689755272,286649.458258822,6401.6388195378,15609.7404780583,8366567.29979426,275196.337725151,185262.793106088,48092.3372875922,3253210.0532558,1857115.84655778,29234.1454819229,16050.2978711141,37476.0942178252,3840.58991461088,2440.23816724512,460.00846415574,200.0016000128,740.021904648378,500.010000200004,840.028224948358,680.018496503105,440.007744136297,420.007056118543,360.005184074651,420.007056118543,1900.14441097523,800.025600819226,273453862.221826,24624.2302425587,8002.56081946223,3200.40965243551,
590.74643,15809.9919148902,15275.9952077402,2860446.53302364,3123000.99209186,8308247.46284161,42489782.1797241,57431.6333035317,5101.04061228491,5998775.27957206,943944.475807791,70498.2410538434,22119.5536854579,82169.1862541687,187394.212944306,199783.886653388,3200.40965243551,22820.8125810739,10640358.1077974,340988.339090806,273663.225404682,39662.8259162513,1941048.67493146,1552921.03373708,26227.4864057532,16430.7917440175,32863.1427337809,5281.11537156648,2160.18664012571,620.015376381334,420.007056118543,640.016384419441,520.010816224977,1160.05382649755,500.010000200004,660.017424460006,300.003600043201,300.003600043201,160.001024006554,2200.1936170383,900.032401166442,266581785.538008,16711.163056922,5401.16665199683,3400.46246289495,
591.86957,16243.8810267467,11672.1136530381,1990611.58566604,2335092.02446958,11602424.558405,43360921.421084,65873.1145450243,6901.90492575951,10068602.37956,899328.275021859,69291.5217661617,21217.9928579435,74018.5026197335,123204.193364258,296474.683288137,4500.81014582625,27229.6258329062,13778103.4572158,277036.318045782,200901.587455193,33745.4889190629,1705863.75309254,1407632.43955821,43074.0874303803,16310.634533716,32361.8373833692,5461.19272449103,1980.15682842081,700.019600548815,340.004624062887,640.016384419441,560.012544280992,1100.04840212969,580.013456312186,560.012544280992,340.004624062887,320.004096052429,380.005776087797,1520.09242161923,300.003600043201,201706622.465171,22920.9956319989,8502.8909829342,3100.38444767151,
592.99264,17111.7044058136,8936.52665219038,1944765.38653883,2881311.12472307,11402727.859941,76780990.4987105,89519.4052378888,6201.53798141939,8123850.90420316,834346.039698089,55924.8242076314,13807.6218072376,83779.8246142115,171569.417147276,281432.911167112,7001.96054895371,24724.4277346018,10939518.4863173,216966.782193997,162550.073474646,24624.2302425587,1815978.0323508,1595405.16504045,41669.3377780627,15789.9666269349,35650.7666917691,4540.82461374986,2300.21161946899,580.013456312186,500.010000200004,580.013456312186,540.011664251948,840.028224948358,800.025600819226,460.00846415574,260.002704028122,180.001296009331,360.005184074651,1240.06150705075,1100.04840212969,269280606.117726,23622.2994506814,8102.62525058119,2300.21161946899,
594.11576,13974.473739329,8836.45554762683,2660906.02777694,4611004.94219243,10649773.0952408,66564903.0318531,64767.3588552821,4600.84655576626,5328422.27621621,586336.486934593,101611.322634023,14908.8856958747,83477.8141655429,201308.048692959,241204.954545638,4300.73972723308,17712.5404786589,7863668.38762721,170758.42515626,235803.34646941,29835.5639922788,2339256.10977696,1706548.44567888,36152.2037822616,13247.0156194721,38679.7524816336,3980.63371688773,1940.15055568312,400.006400102402,340.004624062887,360.005184074651,560.012544280992,620.015376381334,680.018496503105,300.003600043201,240.002304022119,360.005184074651,320.004096052429,1700.11560786133,700.019600548815,289439847.380923,17712.5404786589,6901.90492575951,2700.2916314962,
595.23863,12306.0545788528,13607.4024269202,2381228.77343517,3094803.84089884,8844318.51814447,54289759.1763268,61953.1481823067,5901.39272868397,7641908.33484238,770326.602811233,92541.2922859506,24023.0621396541,82068.5282243501,157890.923435481,193892.194327545,4100.67251029169,14908.8856958747,13920806.3963948,219510.620440312,220324.757077832,30036.0432519023,2132153.12084878,1751128.89763948,28732.9854673165,17772.6256732783,29474.7094178104,4680.87626003588,2120.1797912463,520.010816224977,240.002304022119,460.00846415574,440.007744136297,820.026896882218,560.012544280992,560.012544280992,220.001936017037,340.004624062887,260.002704028122,1920.14746732549,1100.04840212969,240033323.669153,18814.1482394761,6101.48876325823,2300.21161946899,
596.36167,16510.8971921468,12272.6884658072,2121792.03443817,2431767.9714171,7184544.31943576,45182394.3802912,67682.7434071994,5901.39272868397,9495284.79285398,985473.081128726,72006.8035397662,18413.5523745477,81162.6423105168,134418.872128141,168325.762700944,4600.84655576626,17812.6826300326,11614348.6505073,250280.783122308,190744.315960453,30336.7681630136,2400259.08176393,1550213.88852309,32943.3534531443,18453.6113837567,27690.636920689,5261.10693689952,1640.10759105797,320.004096052429,220.001936017037,720.020736597214,360.005184074651,780.024336759307,620.015376381334,400.006400102402,180.001296009331,400.006400102402,260.002704028122,1720.11834414208,400.006400102402,207130130.914508,14107.9568876847,6601.74286011507,2900.33643902693,
597.48465,17879.4445096763,10237.5238931136,1555064.58191706,2414849.68070129,8917158.70733829,60942095.2012572,82068.5282243501,5401.16665199683,6999857.32800939,746971.1263167,59742.4259434492,13507.2939387269,71202.2142885796,182117.070654977,187394.212944306,7802.43435952017,21718.8519635043,10561269.7318669,199987.097606606,168427.114248551,25125.2257266295,1684199.96499033,1994458.5775432,28532.5270808722,16330.6606552758,30457.0601507915,3720.55361837841,2700.2916314962,340.004624062887,280.003136035124,420.007056118543,460.00846415574,720.020736597214,600.014400345608,420.007056118543,360.005184074651,360.005184074651,220.001936017037,1560.09735007464,1000.04000160006,248483305.03696,18113.1138944596,8402.82334864514,4000.64010241639,
598.60758,13774.2516879295,8236.04573772963,1982571.41747003,4097011.15758812,10850288.2227968,59041427.7655628,69894.8668888862,5401.16665199683,5714946.68587134,606568.392071387,49799.0004128207,22920.9956319989,80458.109615647,209338.345622045,243855.645535877,7001.96054895371,18413.5523745477,9712789.00313376,187394.212944306,153942.125809957,32642.5659059413,2142002.04199193,2017213.20687837,34146.5759295679,14188.0474605196,35510.3679058376,3720.55361837841,2140.18319968189,400.006400102402,420.007056118543,400.006400102402,640.016384419441,700.019600548815,460.00846415574,380.005776087797,240.002304022119,100.0004000016,260.002704028122,1900.14441097523,1400.07840439065,257088490.144175,20616.9883984403,7302.132222609,3200.40965243551,
599.73049,11405.2007715518,11939.0322313851,2128737.79749374,2956234.98360739,9234709.19505968,52468286.2171197,62355.1395872932,4800.92177698118,5330848.16163246,917586.222625845,53012.1737596755,19815.6940296715,79854.2559509478,183740.57120753,221953.188054883,3700.5476810568,17712.5404786589,7529262.10244262,228876.366395944,197142.442469884,44980.7854907414,2311897.49954116,1793446.10873423,31038.4877247787,13126.8889913427,30537.255451651,3520.49568579256,2100.17641481884,560.012544280992,380.005776087797,620.015376381334,460.00846415574,940.035345328984,840.028224948358,440.007744136297,180.001296009331,320.004096052429,240.002304022119,1660.11023131936,400.006400102402,278135841.693989,16310.634533716,5201.0818250196,2100.17641481884,
