Al,78800,1100
Ca,15000,400
Fe,34300,1100
K,44800,1200
Mg,5800,200
Na,20600,700
P,1300,100
Si,311000,4000
Ti,4000,100
Ba,1340,44
Ce,410,30
Co,7.3,0.8
Cr,20,6
Cu,43,4
Eu,2.3,0.1
Ga,22,2
La,180,12
Mn,320,20
Nb,27,2
Nd,200,12
Ni,17,2
Pb,42,3
Rb,245,7
Sc,6.3,0.7
Sm,27,1
Sr,240,10
Th,105,8
U,2.4,0.19
V,52,4
Y,28,2
Yb,1.6,0.2
Zn,120,10
Zr,550,30
Be,1.5,0.2
Cs,1.2,0.1
Dy,6.1,
Er,2.2,
F,3000,
Gd,12,2
Hf,14,1
Ho,1,0.1
Li,36,1
Lu,0.23,0.03
Mo,2.1,0.6
Pr,51,5
Tl,1.1,
Tm,0.29,0.02
