Ru,37,1
Rh,37,1.7
Pd,45,0.8
Os,35.2,1.9
Ir,36.9,0.5
Pt,35.9,0.7
Au,47.3,2.4
Fe,608600,0.23
S ,390200,0.16
Co,6,
