Na,1261
Mg,191637
Al,27677
Si,245718
Ca,6933
Fe,48659
Sc,18.9
Ti,984
V,107
Cr,2547
Mn,1106
Co,62.6
Ni,828
Zn,36.8
Ga,4.32
Y,1.63
