Li,450
Be,455
B,390
Na,30417.9
Mg,21051.68
Al,70926.2
Si,246840
P,55
K,21780
Ca,51958.75847
Sc,540
Ti,425
V,430
Cr,400
Mn,580
Fe,98718.50225
Co,390
Ni,419
Cu,380
Zn,460
Ga,484
Ge,324
As,290
Se,20
Rb,358
Sr,445
Y,400
Zr,433
Nb,455
Mo,350
Ag,187
Cd,174
In,380
Sn,320
Sb,444
Cs,295
Ba,420
La,391
Ce,413
Pr,465
Nd,448
Sm,478
Eu,450
Gd,514
Tb,483
Dy,514
Ho,500
Er,595
Tm,508
Yb,518
Lu,518
Hf,399
Ta,431
W,420
Re,117
Ir,120
Pt,30
Au,6.7
Tl,1.93
Pb,370
Bi,320
Th,391
U,430
Cl,1220
Br,300
I,3.56
