Ru,36.3,0.3
Rh,41.4,0.3
Pd,43.1,0.3
Os,46.8,2.6
Ir,47.8,1.2
Pt,35.4,0.8
Au,45.8,2.4
Fe,610700,
S ,390200,
Co,5.7,
